stratum,stratum_label,construct_id,counties_compared,counties_excluded,spearman_vs_all_counties,spearman_is_an_invariant_check,invariant_holds,top10_counties_excluded_by_this_subset,top25_counties_excluded_by_this_subset,median_cumulative_all_counties,median_cumulative_this_subset,median_shift,note
imputation_lt_10pct,Counties with less than 10% imputation,REL_TX_P90_D5_W15,188,66,1.0,True,True,0,4,162.5,166.5,4.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,ABS_TX_A80_D2,232,22,1.0,True,True,0,1,2040.0,2040.5,0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,ABS_TX_A80_D3,232,22,1.0,True,True,0,1,1958.5,1952.0,-6.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,ABS_TX_A80_D5,232,22,1.0,True,True,0,1,1825.0,1817.5,-7.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,ABS_TX_A90_D2,232,22,1.0,True,True,0,1,1104.0,1096.5,-7.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,ABS_TX_A90_D3,232,22,1.0,True,True,1,1,1066.0,1055.5,-10.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,ABS_TX_A90_D5,232,22,1.0,True,True,1,3,977.5,965.0,-12.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P80_D2_A80_W15,232,22,1.0,True,True,0,0,598.5,597.0,-1.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P80_D2_A90_W15,232,22,1.0,True,True,0,0,403.0,403.0,0.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P80_D3_A80_W15,232,22,1.0,True,True,0,0,479.5,477.5,-2.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P80_D3_A90_W15,232,22,1.0,True,True,0,0,337.0,335.0,-2.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P80_D5_A80_W15,232,22,1.0,True,True,0,1,319.5,318.0,-1.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P80_D5_A90_W15,232,22,1.0,True,True,0,1,238.5,236.5,-2.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D2_A80_W15,232,22,1.0,True,True,0,0,469.5,470.5,1.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D2_A90_W15,232,22,1.0,True,True,0,0,315.5,316.5,1.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D3_A80_W15,232,22,1.0,True,True,0,1,365.0,365.0,0.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D3_A90_W15,232,22,1.0,True,True,0,1,255.0,253.5,-1.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D5_A80_W15,232,22,1.0,True,True,0,1,226.0,225.5,-0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D5_A90_W15,232,22,1.0,True,True,0,1,174.0,171.0,-3.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D2_A80_W15,232,22,1.0,True,True,0,1,326.0,328.0,2.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D2_A90_W15,232,22,1.0,True,True,0,0,218.0,222.0,4.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D3_A80_W15,232,22,1.0,True,True,0,1,236.5,237.5,1.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D3_A90_W15,232,22,1.0,True,True,0,1,168.0,168.0,0.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D5_A80_W15,232,22,1.0,True,True,0,3,134.0,133.0,-1.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D5_A90_W15,232,22,1.0,True,True,0,2,105.5,105.0,-0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P80_D2_W15,232,22,1.0,True,True,0,1,815.5,814.5,-1.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P80_D3_W15,232,22,1.0,True,True,0,2,651.0,648.5,-2.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P80_D5_W15,232,22,1.0,True,True,0,2,394.5,390.0,-4.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P85_D2_W15,232,22,1.0,True,True,0,1,617.0,617.0,0.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P85_D3_W15,232,22,1.0,True,True,0,2,470.5,469.0,-1.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P85_D5_W15,232,22,1.0,True,True,0,2,273.0,272.5,-0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P90_D2_W15,232,22,1.0,True,True,0,1,403.0,403.0,0.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P90_D3_W15,232,22,1.0,True,True,0,2,297.5,297.0,-0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
not_fully_imputed,Counties that are not fully imputed,REL_TX_P90_D5_W15,232,22,1.0,True,True,0,3,162.5,162.0,-0.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A80_D2,176,78,1.0,True,True,2,7,2040.0,2037.0,-3.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A80_D3,176,78,1.0,True,True,2,7,1958.5,1938.5,-20.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A80_D5,176,78,1.0,True,True,2,7,1825.0,1808.0,-17.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A90_D2,176,78,1.0,True,True,1,5,1104.0,1084.5,-19.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A90_D3,176,78,1.0,True,True,2,5,1066.0,1042.5,-23.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A90_D5,176,78,1.0,True,True,3,7,977.5,960.5,-17.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D2_A80_W15,176,78,1.0,True,True,1,2,598.5,610.0,11.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D2_A90_W15,176,78,1.0,True,True,0,2,403.0,418.5,15.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D3_A80_W15,176,78,1.0,True,True,1,2,479.5,499.0,19.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D3_A90_W15,176,78,1.0,True,True,0,2,337.0,352.5,15.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D5_A80_W15,176,78,1.0,True,True,1,3,319.5,336.0,16.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D5_A90_W15,176,78,1.0,True,True,1,3,238.5,249.5,11.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D2_A80_W15,176,78,1.0,True,True,1,2,469.5,485.5,16.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D2_A90_W15,176,78,1.0,True,True,1,2,315.5,327.5,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D3_A80_W15,176,78,1.0,True,True,1,3,365.0,378.5,13.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D3_A90_W15,176,78,1.0,True,True,0,3,255.0,266.0,11.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D5_A80_W15,176,78,1.0,True,True,1,3,226.0,238.0,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D5_A90_W15,176,78,1.0,True,True,0,4,174.0,186.0,12.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D2_A80_W15,176,78,1.0,True,True,1,3,326.0,339.5,13.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D2_A90_W15,176,78,1.0,True,True,1,2,218.0,237.0,19.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D3_A80_W15,176,78,1.0,True,True,1,3,236.5,251.5,15.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D3_A90_W15,176,78,1.0,True,True,0,4,168.0,179.0,11.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D5_A80_W15,176,78,1.0,True,True,1,5,134.0,145.0,11.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D5_A90_W15,176,78,1.0,True,True,0,5,105.5,115.5,10.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P80_D2_W15,176,78,1.0,True,True,1,3,815.5,828.5,13.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P80_D3_W15,176,78,1.0,True,True,1,3,651.0,668.0,17.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P80_D5_W15,176,78,1.0,True,True,0,4,394.5,411.0,16.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P85_D2_W15,176,78,1.0,True,True,1,2,617.0,639.0,22.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P85_D3_W15,176,78,1.0,True,True,1,3,470.5,486.0,15.5,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P85_D5_W15,176,78,1.0,True,True,0,4,273.0,283.0,10.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P90_D2_W15,176,78,1.0,True,True,1,2,403.0,427.0,24.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P90_D3_W15,176,78,1.0,True,True,1,3,297.5,310.5,13.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P90_D5_W15,176,78,1.0,True,True,0,4,162.5,169.5,7.0,"county-level values are invariant to which other counties are included, so the Spearman correlation must be 1; what a data-quality subset actually changes is WHICH counties are eligible to be ranked and therefore the state-level summary across them"
